timestamp,src_ip,target_ip,attack_label,attack_type,broker_response_latency_ms,packets_per_second,mqtt_publish_rate,device_heap_free_bytes,result_code,password_length,payload_entropy,auth_attempt_rate,auth_failure_rate,auth_success_rate,unique_passwords_tried,credential_entropy,inter_arrival_mean_ms,inter_arrival_std_ms,consecutive_failures,session_attempt_count,session_failure_rate,latency_zscore,duplicate_payload_rate,msg_timestamp_delta_ms
2026-05-06 22:15:33,192.168.4.29,192.168.21.12,0,Normal,0.1042,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:33,192.168.4.29,192.168.21.12,0,Normal,0.0546,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:33,192.168.4.29,192.168.21.12,0,Normal,0.1459,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:34,192.168.4.29,192.168.21.12,0,Normal,0.036,0,5.0,231840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:34,192.168.4.29,192.168.21.12,0,Normal,0.0379,0,5.0,231844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:34,192.168.4.29,192.168.21.12,0,Normal,0.0257,0,5.0,231840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:34,192.168.4.29,192.168.21.12,0,Normal,0.036,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:34,192.168.4.29,192.168.21.12,0,Normal,0.0308,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:35,192.168.4.29,192.168.21.12,0,Normal,0.0498,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:35,192.168.4.29,192.168.21.12,0,Normal,0.0308,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:35,192.168.4.29,192.168.21.12,0,Normal,0.0236,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:35,192.168.4.29,192.168.21.12,0,Normal,0.0389,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:35,192.168.4.29,192.168.21.12,0,Normal,0.0298,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:36,192.168.4.29,192.168.21.12,0,Normal,0.0358,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:36,192.168.4.29,192.168.21.12,0,Normal,0.0229,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:36,192.168.4.29,192.168.21.12,0,Normal,0.0248,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:36,192.168.4.29,192.168.21.12,0,Normal,0.0165,0,5.0,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
