timestamp,src_ip,target_ip,attack_label,attack_type,broker_response_latency_ms,result_code,password_length,payload_entropy,auth_attempt_rate,auth_failure_rate,auth_success_rate,unique_passwords_tried,credential_entropy,inter_arrival_mean_ms,inter_arrival_std_ms,consecutive_failures,session_attempt_count,session_failure_rate,latency_zscore
2026-05-19T16:58:56.791914,172.28.233.179,192.168.21.165,0,normal_pre_attack,6.0599,0,12,3.2516,0,0.0,0,1,3.2516,0.0,0.0,0,1,0.0,0.0
2026-05-19T16:59:05.848220,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.3518,0,12,3.2516,0.1101,0.0,0.1101,1,3.2516,9082.5622,0.0,0,2,0.0,-1.0
2026-05-19T16:59:20.644773,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.0957,0,12,3.2516,0.0826,0.0,0.0826,1,3.2516,12104.7498,3022.1876,0,3,0.0,-0.7766
2026-05-19T16:59:34.811296,172.28.233.179,192.168.21.165,0,normal_pre_attack,6.8853,0,12,3.2516,0.0782,0.0,0.0782,1,3.2516,12790.5065,2651.3399,0,4,0.0,1.1821
2026-05-19T16:59:49.903086,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.7692,0,12,3.2516,0.0754,0.0,0.0754,1,3.2516,13261.2593,2436.6015,0,5,0.0,-0.625
2026-05-19T17:00:03.956993,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.2609,0,12,3.2516,0.0741,0.0,0.0741,1,3.2516,13504.3406,2232.9298,0,6,0.0,-0.7534
2026-05-19T17:00:13.668662,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.1422,0,12,3.2516,0.0778,0.0,0.0778,1,3.2516,12849.1852,2510.2037,0,7,0.0,-0.7203
2026-05-19T17:00:21.245247,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.1315,0,12,3.2516,0.0828,0.0,0.0828,1,3.2516,12071.9184,3004.301,0,8,0.0,-0.6577
2026-05-19T17:00:33.777062,172.28.233.179,192.168.21.165,0,normal_pre_attack,3.1488,0,12,3.2516,0.0828,0.0,0.0828,1,3.2516,12079.2848,2810.3338,0,9,0.0,-0.0968
2026-05-19T17:00:41.221123,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.2435,0,12,3.2516,0.0864,0.0,0.0864,1,3.2516,11568.5361,3017.8364,0,10,0.0,-0.5775
2026-05-19T17:00:54.012984,172.28.233.179,192.168.21.165,0,normal_pre_attack,3.3658,0,12,3.2516,0.0857,0.0,0.0857,1,3.2516,11665.7707,2877.7932,0,11,0.0,0.0894
2026-05-19T17:01:06.543625,172.28.233.179,192.168.21.165,0,normal_pre_attack,3.71,0,12,3.2516,0.0847,0.0,0.0847,1,3.2516,11808.3261,2780.6533,0,12,0.0,0.2912
2026-05-19T17:01:21.791528,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.1062,0,12,3.2516,0.0827,0.0,0.0827,1,3.2516,12094.0083,2825.8547,0,13,0.0,-0.7103
2026-05-19T17:01:32.045473,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.3315,0,12,3.2516,0.0837,0.0,0.0837,1,3.2516,11944.8272,2763.7382,0,14,0.0,-0.5341
2026-05-19T17:01:41.144737,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.1014,0,12,3.2516,0.0854,0.0,0.0854,1,3.2516,11709.8005,2794.7715,0,15,0.0,-0.6573
2026-05-19T17:01:51.922811,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.7947,0,12,3.2516,0.0856,0.0,0.0856,1,3.2516,11677.043,2702.7863,0,16,0.0,-0.1696
2026-05-19T17:01:59.246522,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.439,0,12,3.2516,0.0877,0.0,0.0877,1,3.2516,11397.3923,2832.2351,0,17,0.0,-0.4099
2026-05-19T17:02:14.096276,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.1806,0,12,3.2516,0.0862,0.0,0.0862,1,3.2516,11605.7424,2871.2812,0,18,0.0,-0.5773
2026-05-19T17:02:25.024253,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.4731,0,12,3.2516,0.0866,0.0,0.0866,1,3.2516,11551.7677,2799.2441,0,19,0.0,-0.3474
2026-05-19T17:02:31.423694,172.28.233.179,192.168.21.165,0,normal_pre_attack,1.6956,0,12,3.2516,0.0884,0.0,0.0884,1,3.2516,11315.204,2903.5636,0,20,0.0,-0.9002
2026-05-19T17:02:42.925449,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.6135,0,12,3.2516,0.0874,0.0,0.0874,1,3.2516,11442.4873,2855.5112,0,21,0.0,-0.1883
2026-05-19T17:02:52.800627,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.1079,0,12,3.2516,0.0896,0.0,0.0896,1,3.2516,11166.1106,2737.2003,0,22,0.0,-0.5692
2026-05-19T17:03:03.232504,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.4173,0,12,3.2516,0.0912,0.0,0.0912,1,3.2516,10969.8054,2647.5807,0,23,0.0,-0.3136
2026-05-19T17:03:11.702261,172.28.233.179,192.168.21.165,0,normal_pre_attack,1.8024,0,12,3.2516,0.094,0.0,0.094,1,3.2516,10643.2909,2551.4825,0,24,0.0,-0.7879
2026-05-19T17:03:28.139370,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.4178,0,12,3.2516,0.0933,0.0,0.0933,1,3.2516,10714.4474,2673.3388,0,25,0.0,-0.2752
