timestamp,src_ip,target_ip,attack_label,attack_type,broker_response_latency_ms,result_code,password_length,payload_entropy,auth_attempt_rate,auth_failure_rate,auth_success_rate,unique_passwords_tried,credential_entropy,inter_arrival_mean_ms,inter_arrival_std_ms,consecutive_failures,session_attempt_count,session_failure_rate,latency_zscore
2026-05-05T22:44:10.917633,172.28.233.179,192.168.1.107,0,normal_pre_attack,3.9613,0,12,3.2516,0,0.0,0,1,3.2516,0.0,0.0,0,1,0.0,0.0
2026-05-05T22:44:31.423827,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.9023,0,12,3.2516,0.1868,0.0,0.1868,1,3.2516,5353.3292,0.0,0,2,0.0,-1.0
2026-05-05T22:44:32.098959,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.5861,0,12,3.2516,0.1481,0.0,0.1481,1,3.2516,6751.911,1398.5819,0,3,0.0,-0.9587
2026-05-05T22:44:52.852520,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.3348,0,12,3.2516,0.0887,0.0,0.0887,1,3.2516,11272.4087,6494.1373,0,4,0.0,-0.9865
2026-05-05T22:45:00.527644,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.1777,0,12,3.2516,0.0944,0.0,0.0944,1,3.2516,10595.4198,5745.0245,0,5,0.0,-0.97
2026-05-05T22:45:11.537302,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.2404,0,12,3.2516,0.0945,0.0,0.0945,1,3.2516,10581.0351,5138.5867,0,6,0.0,-0.7492
2026-05-05T22:45:23.858608,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.7454,0,12,3.2516,0.0912,0.0,0.0912,1,3.2516,10960.1601,4766.855,0,7,0.0,0.0677
2026-05-05T22:45:32.193998,172.28.233.179,192.168.1.107,0,normal_pre_attack,4.179,0,12,3.2516,0.0947,0.0,0.0947,1,3.2516,10562.7973,4519.3097,0,8,0.0,1.7863
2026-05-05T22:45:51.720788,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.5027,0,12,3.2516,0.0936,0.0,0.0936,1,3.2516,10682.3798,4239.2499,0,9,0.0,-0.4996
2026-05-05T22:45:50.092641,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.5539,0,12,3.2516,0.0979,0.0,0.0979,1,3.2516,10216.2604,4208.6308,0,10,0.0,-0.3999
2026-05-05T22:46:00.026253,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.2421,0,12,3.2516,0.0982,0.0,0.0982,1,3.2516,10188.0212,3993.5565,0,11,0.0,-0.8037
2026-05-05T22:46:10.024792,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.306,0,12,3.2516,0.0984,0.0,0.0984,1,3.2516,10160.7078,3808.6862,0,12,0.0,-0.6621
2026-05-05T22:46:21.841591,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.4009,0,12,3.2516,0.0976,0.0,0.0976,1,3.2516,10250.3894,3658.65,0,13,0.0,-0.488
2026-05-05T22:46:36.687914,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.3358,0,12,3.2516,0.0996,0.0,0.0996,1,3.2516,10037.4108,3591.7082,0,14,0.0,-0.5647
2026-05-05T22:46:40.993728,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.1927,0,12,3.2516,0.098,0.0,0.098,1,3.2516,10203.4131,3512.428,0,15,0.0,-0.7586
2026-05-05T22:46:51.154433,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.3811,0,12,3.2516,0.0985,0.0,0.0985,1,3.2516,10151.2714,3398.9317,0,16,0.0,-0.4254
2026-05-05T22:47:05.124555,172.28.233.179,192.168.1.107,0,normal_pre_attack,1.9217,0,12,3.2516,0.0958,0.0,0.0958,1,3.2516,10436.1775,3471.0609,0,17,0.0,-1.1333
2026-05-05T22:47:11.301098,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.1954,0,12,3.2516,0.0982,0.0,0.0982,1,3.2516,10185.5078,3513.532,0,18,0.0,-0.6399
2026-05-05T22:47:21.717663,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.1951,0,12,3.2516,0.0983,0.0,0.0983,1,3.2516,10171.8202,3415.0057,0,19,0.0,-0.6166
2026-05-05T22:47:32.065567,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.4581,0,12,3.2516,0.0983,0.0,0.0983,1,3.2516,10174.2202,3323.938,0,20,0.0,-0.1491
2026-05-05T22:47:41.830004,172.28.233.179,192.168.1.107,0,normal_pre_attack,2.3363,0,12,3.2516,0.0959,0.0,0.0959,1,3.2516,10428.7523,3124.1926,0,21,0.0,-0.3593
