timestamp,src_ip,target_ip,attack_label,attack_type,packets_per_second,mqtt_publish_rate,broker_response_latency_ms,device_heap_free_bytes,auth_attempt_rate,auth_failure_rate,unique_passwords_tried,result_code,password_length,payload_entropy,auth_success_rate,credential_entropy,duplicate_payload_rate,msg_timestamp_delta_ms,motion,arm,inter_arrival_mean_ms,inter_arrival_std_ms,consecutive_failures,session_attempt_count,session_failure_rate,latency_zscore
2026-05-19T17:11:28.512630,172.28.233.179,192.168.21.165,1,brute_force,3.0,0.0,9.1782,235000,1.0,1.0,1,5,4,1.5,0.0,1.5,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0
2026-05-19T17:11:28.523641,172.28.233.179,192.168.21.165,1,brute_force,9000.0,0.0,25.3117,235000,3000.0,3000.0,3,5,6,2.585,0.0,3.0778,0.0,-3.3712,0,0,-3.3712,8.2066,3,3,1.0,0.5955
2026-05-19T17:11:28.521897,172.28.233.179,192.168.21.165,1,brute_force,6000.0,0.0,27.0629,235000,2000.0,2000.0,2,5,6,2.585,0.0,2.7219,0.0,-11.5778,0,0,-11.5778,0.0,2,2,1.0,1.0
2026-05-19T17:11:28.524186,172.28.233.179,192.168.21.165,1,brute_force,12000.0,0.0,23.067,235000,4000.0,4000.0,4,5,6,2.2516,0.0,3.0717,0.0,-0.8793,0,0,-0.8793,7.5709,4,4,1.0,0.2709
2026-05-19T17:11:28.536860,172.28.233.179,192.168.21.165,1,brute_force,505.3704,0.0,4.1287,235000,168.4568,168.4568,5,5,6,2.2516,0.0,3.244,0.0,7.4203,0,0,7.4203,15.8,5,5,1.0,-1.4668
2026-05-19T17:11:28.538331,172.28.233.179,192.168.21.165,1,brute_force,584.7303,0.0,4.1838,235000,194.9101,194.9101,6,5,6,2.2516,0.0,3.2154,0.0,6.1567,0,0,6.1567,14.3561,6,6,1.0,-1.1453
2026-05-19T17:11:28.542871,172.28.233.179,192.168.21.165,1,brute_force,561.1182,0.0,2.4681,235000,187.0394,187.0394,7,5,6,1.7925,0.0,3.2332,0.0,6.2375,0,0,6.2375,13.1065,7,7,1.0,-1.093
2026-05-19T17:11:28.546034,172.28.233.179,192.168.21.165,1,brute_force,585.8103,0.0,2.0585,235000,195.2701,195.2701,8,5,6,1.7925,0.0,3.2424,0.0,5.8527,0,0,5.8527,12.1708,8,8,1.0,-0.9839
2026-05-19T17:11:28.549202,172.28.233.179,192.168.21.165,1,brute_force,608.2194,0.0,1.8394,235000,202.7398,202.7398,9,5,6,2.2516,0.0,3.2547,0.0,5.549,0,0,5.549,11.4131,9,9,1.0,-0.8986
2026-05-19T17:11:28.552986,172.28.233.179,192.168.21.165,1,brute_force,634.5903,0.0,2.7025,235000,211.5301,211.5301,10,5,6,2.585,0.0,3.2618,0.0,5.2527,0,0,5.2527,10.7929,10,10,1.0,-0.7481
2026-05-19T17:11:28.555674,172.28.233.179,192.168.21.165,1,brute_force,647.1813,0.0,1.6897,235000,215.7271,215.7271,11,5,5,1.9219,0.0,3.2684,0.0,5.099,0,0,5.099,10.2495,11,11,1.0,-0.7843
2026-05-19T17:11:29.510588,172.28.233.179,192.168.21.165,1,brute_force,36000.0,0.0,19.8462,235000,12000.0,12000.0,12,5,7,2.8074,0.0,3.6356,0.0,-0.9925,0,0,-0.9925,21.6002,12,12,1.0,0.9673
2026-05-19T17:11:29.511339,172.28.233.179,192.168.21.165,1,brute_force,39000.0,0.0,18.7886,235000,13000.0,13000.0,13,5,6,1.9183,0.0,3.6051,0.0,-0.7674,0,0,-0.7674,20.6941,13,13,1.0,0.8039
2026-05-19T17:11:29.515505,172.28.233.179,192.168.21.165,1,brute_force,41.5713,0.0,2.1768,235000,13.8571,13.8571,14,5,5,1.9219,0.0,3.5941,0.0,77.7166,0,0,77.7166,272.6024,14,14,1.0,-0.8426
2026-05-19T17:11:29.517691,172.28.233.179,192.168.21.165,1,brute_force,45000.0,0.0,25.0189,235000,15000.0,15000.0,15,5,6,2.2516,0.0,3.578,0.0,-0.7255,0,0,-0.7255,385.9988,15,15,1.0,1.3674
2026-05-19T17:11:29.520652,172.28.233.179,192.168.21.165,1,brute_force,48000.0,0.0,20.5913,235000,16000.0,16000.0,16,5,6,2.2516,0.0,3.5559,0.0,-0.0724,0,0,-0.0724,372.9183,16,16,1.0,0.8735
2026-05-19T17:11:29.521520,172.28.233.179,192.168.21.165,1,brute_force,51000.0,0.0,22.5096,235000,17000.0,17000.0,17,5,6,1.9183,0.0,3.5355,0.0,-0.3017,0,0,-0.3017,361.0777,17,17,1.0,1.0012
2026-05-19T17:11:29.526401,172.28.233.179,192.168.21.165,1,brute_force,54000.0,0.0,28.177,235000,18000.0,18000.0,18,5,6,1.9183,0.0,3.5059,0.0,-0.2451,0,0,-0.2451,350.2969,18,18,1.0,1.4297
2026-05-19T17:11:29.530645,172.28.233.179,192.168.21.165,1,brute_force,56.0361,0.0,10.1626,235000,18.6787,18.6787,19,5,6,2.2516,0.0,3.4839,0.0,56.5111,0,0,56.5111,413.1008,19,19,1.0,-0.3016
2026-05-19T17:11:29.536307,172.28.233.179,192.168.21.165,1,brute_force,2197.4664,0.0,3.6197,235000,732.4888,732.4888,20,5,5,1.371,0.0,3.4978,0.0,1.4371,0,0,1.4371,465.0454,20,20,1.0,-0.9051
2026-05-19T17:11:29.536992,172.28.233.179,192.168.21.165,1,brute_force,2264.4906,0.0,5.7044,235000,754.8302,754.8302,21,5,6,2.2516,0.0,3.4832,0.0,2.0736,0,0,2.0736,465.0354,21,21,1.0,-0.6734
2026-05-19T17:11:29.545456,172.28.233.179,192.168.21.165,1,brute_force,1746.9429,0.0,3.6614,235000,582.3143,582.3143,22,5,7,2.8074,0.0,3.6795,0.0,2.3433,0,0,2.3433,465.0384,22,22,1.0,-0.8441
2026-05-19T17:11:29.558481,172.28.233.179,192.168.21.165,1,brute_force,65.7345,0.0,5.497,235000,21.9115,21.9115,23,5,5,1.371,0.0,3.6983,0.0,55.385,0,0,55.385,516.8066,23,23,1.0,-0.6378
2026-05-19T17:11:29.560521,172.28.233.179,192.168.21.165,1,brute_force,1345.0767,0.0,3.3991,235000,448.3589,448.3589,24,5,6,2.2516,0.0,3.6866,0.0,1.2551,0,0,1.2551,567.7384,24,24,1.0,-0.8226
2026-05-19T17:11:29.562029,172.28.233.179,192.168.21.165,1,brute_force,71.1876,0.0,4.003,235000,23.7292,23.7292,25,5,6,2.2516,0.0,3.6656,0.0,53.8299,0,0,53.8299,609.9712,25,25,1.0,-0.7365
2026-05-19T17:11:29.572779,172.28.233.179,192.168.21.165,1,brute_force,73.2204,0.0,4.508,235000,24.4068,24.4068,26,5,5,2.3219,0.0,3.6698,0.0,54.0975,0,0,54.0975,609.9515,26,26,1.0,-0.6646
2026-05-19T17:11:29.574503,172.28.233.179,192.168.21.165,1,brute_force,76.0791,0.0,6.1965,235000,25.3597,25.3597,27,5,5,1.9219,0.0,3.6579,0.0,53.8797,0,0,53.8797,609.9703,27,27,1.0,-0.4757
2026-05-19T17:11:29.578794,172.28.233.179,192.168.21.165,1,brute_force,78.3015,0.0,2.9678,235000,26.1005,26.1005,28,5,6,2.2516,0.0,3.6528,0.0,54.1256,0,0,54.1256,609.9508,28,28,1.0,-0.7963
2026-05-19T17:11:29.581088,172.28.233.179,192.168.21.165,1,brute_force,81.0426,0.0,4.1916,235000,27.0142,27.0142,29,5,6,2.585,0.0,3.6449,0.0,54.0123,0,0,54.0123,609.9605,29,29,1.0,-0.6482
2026-05-19T17:11:30.517053,172.28.233.179,192.168.21.165,1,brute_force,89.0409,0.0,3.3171,235000,29.6803,29.6803,30,5,6,2.2516,0.0,3.6291,0.0,50.5149,0,0,50.5149,610.4292,30,30,1.0,-0.7241
2026-05-19T17:11:30.520158,172.28.233.179,192.168.21.165,1,brute_force,46.1538,0.0,2.1744,235000,15.3846,15.3846,31,5,6,1.4591,0.0,3.6214,0.0,106.6275,0,0,106.6275,645.5094,31,31,1.0,-0.8257
2026-05-19T17:11:30.521042,172.28.233.179,192.168.21.165,1,brute_force,94.632,0.0,4.1323,235000,31.544,31.544,32,5,6,2.2516,0.0,3.6146,0.0,53.8771,0,0,53.8771,691.2584,32,32,1.0,-0.5974
2026-05-19T17:11:30.534560,172.28.233.179,192.168.21.165,1,brute_force,96.771,0.0,8.6439,235000,32.257,32.257,33,5,6,2.585,0.0,3.6092,0.0,0.6693,0,0,0.6693,652.7156,33,33,1.0,-0.0948
2026-05-19T17:11:30.535897,172.28.233.179,192.168.21.165,1,brute_force,99.5019,0.0,7.9122,235000,33.1673,33.1673,34,5,6,1.9183,0.0,3.6069,0.0,54.4875,0,0,54.4875,606.8449,34,34,1.0,-0.1746
2026-05-19T17:11:30.538249,172.28.233.179,192.168.21.165,1,brute_force,51.654,0.0,2.4655,235000,17.218,17.218,35,5,6,2.585,0.0,3.6036,0.0,107.0443,0,0,107.0443,642.8117,35,35,1.0,-0.7793
2026-05-19T17:11:30.542977,172.28.233.179,192.168.21.165,1,brute_force,53.0001,0.0,2.1648,235000,17.6667,17.6667,36,5,6,1.7925,0.0,3.5924,0.0,107.5029,0,0,107.5029,642.7356,36,36,1.0,-0.7952
2026-05-19T17:11:30.551464,172.28.233.179,192.168.21.165,1,brute_force,107.1594,0.0,12.5771,235000,35.7198,35.7198,37,5,6,1.9183,0.0,3.582,0.0,54.7372,0,0,54.7372,688.8399,37,37,1.0,0.4023
2026-05-19T17:11:30.551665,172.28.233.179,192.168.21.165,1,brute_force,109.5819,0.0,8.2188,235000,36.5273,36.5273,38,5,6,2.2516,0.0,3.5723,0.0,1.2167,0,0,1.2167,650.0703,38,38,1.0,-0.106
2026-05-19T17:11:30.556111,172.28.233.179,192.168.21.165,1,brute_force,57.0534,0.0,2.3649,235000,19.0178,19.0178,39,5,6,1.9183,0.0,3.5735,0.0,106.4952,0,0,106.4952,642.9697,39,39,1.0,-0.7831
2026-05-19T17:11:30.557967,172.28.233.179,192.168.21.165,1,brute_force,59.9718,0.0,3.1149,235000,19.9906,19.9906,41,5,5,1.9219,0.0,3.569,0.0,105.9572,0,0,105.9572,721.2829,41,41,1.0,-0.6937
2026-05-19T17:11:30.557319,172.28.233.179,192.168.21.165,1,brute_force,114.954,0.0,10.3376,235000,38.318,38.318,40,5,6,1.9183,0.0,3.571,0.0,53.4777,0,0,53.4777,689.3787,40,40,1.0,0.1642
2026-05-19T17:11:30.565503,172.28.233.179,192.168.21.165,1,brute_force,61.1793,0.0,2.7056,235000,20.3931,20.3931,42,5,6,1.7925,0.0,3.5687,0.0,53.1499,0,0,53.1499,689.031,42,42,1.0,-0.7297
2026-05-19T17:11:30.572179,172.28.233.179,192.168.21.165,1,brute_force,121.1253,0.0,4.8268,235000,40.3751,40.3751,43,5,6,1.9183,0.0,3.5579,0.0,53.236,0,0,53.236,688.9,43,43,1.0,-0.4642
2026-05-19T17:11:30.582460,172.28.233.179,192.168.21.165,1,brute_force,122.5791,0.0,2.5508,235000,40.8597,40.8597,44,5,9,3.1699,0.0,3.5993,0.0,1.2265,0,0,1.2265,651.7585,44,44,1.0,-0.7313
2026-05-19T17:11:30.585609,172.28.233.179,192.168.21.165,1,brute_force,124.9731,0.0,2.3153,235000,41.6577,41.6577,45,5,6,2.585,0.0,3.5959,0.0,0.7871,0,0,0.7871,651.7541,45,45,1.0,-0.7472
2026-05-19T17:11:30.588399,172.28.233.179,192.168.21.165,1,brute_force,66.2346,0.0,1.7767,235000,22.0782,22.0782,46,5,5,1.9219,0.0,3.5926,0.0,53.622,0,0,53.622,689.1187,46,46,1.0,-0.7995
2026-05-19T17:11:31.525239,172.28.233.179,192.168.21.165,1,brute_force,69.8241,0.0,2.8307,235000,23.2747,23.2747,47,5,6,2.585,0.0,3.586,0.0,49.8201,0,0,49.8201,689.5586,47,47,1.0,-0.6577
2026-05-19T17:11:31.526208,172.28.233.179,192.168.21.165,1,brute_force,71.2908,0.0,3.2086,235000,23.7636,23.7636,48,5,5,2.3219,0.0,3.5831,0.0,49.81,0,0,49.81,689.5593,48,48,1.0,-0.6015
2026-05-19T17:11:31.530057,172.28.233.179,192.168.21.165,1,brute_force,48.6165,0.0,2.866,235000,16.2055,16.2055,49,5,6,2.2516,0.0,3.5749,0.0,105.9419,0,0,105.9419,720.8132,49,49,1.0,-0.6355
2026-05-19T17:11:31.534913,172.28.233.179,192.168.21.165,1,brute_force,49.5129,0.0,2.301,235000,16.5043,16.5043,50,5,6,1.9183,0.0,3.5674,0.0,53.395,0,0,53.395,689.1068,50,50,1.0,-0.6968
