timestamp,src_ip,target_ip,attack_label,attack_type,packets_per_second,mqtt_publish_rate,broker_response_latency_ms,device_heap_free_bytes,auth_attempt_rate,auth_failure_rate,unique_passwords_tried,result_code,password_length,payload_entropy,auth_success_rate,credential_entropy,duplicate_payload_rate,msg_timestamp_delta_ms,motion,arm,inter_arrival_mean_ms,inter_arrival_std_ms,consecutive_failures,session_attempt_count,session_failure_rate,latency_zscore
2026-05-20T12:26:58.424656,172.28.233.179,192.168.21.165,1,brute_force,3.0,0.0,16.9449,235000,1.0,1.0,1,5,6,2.2516,0.0,2.2516,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0
2026-05-20T12:26:58.425426,172.28.233.179,192.168.21.165,1,brute_force,6000.0,0.0,16.9311,235000,2000.0,2000.0,2,5,6,1.9183,0.0,2.6258,0.0,0.5741,0,0,0.5741,0.0,2,2,1.0,-1.0
2026-05-20T12:26:58.425895,172.28.233.179,192.168.21.165,1,brute_force,2018.757,0.0,12.6545,235000,672.919,672.919,3,5,6,2.2516,0.0,2.6144,0.0,2.2291,0,0,2.2291,1.655,3,3,1.0,-1.4142
2026-05-20T12:26:58.430607,172.28.233.179,192.168.21.165,1,brute_force,10259.2026,0.0,22.0733,235000,3419.7342,3419.7342,6,5,6,1.9183,0.0,2.8327,0.0,0.3509,0,0,0.3509,2.0243,6,6,1.0,1.3452
2026-05-20T12:26:58.429290,172.28.233.179,192.168.21.165,1,brute_force,5270.8815,0.0,20.1056,235000,1756.9605,1756.9605,4,5,6,1.9183,0.0,2.5944,0.0,0.7589,0,0,0.7589,2.4797,4,4,1.0,1.301
2026-05-20T12:26:58.430031,172.28.233.179,192.168.21.165,1,brute_force,5669.5107,0.0,19.4972,235000,1889.8369,1889.8369,5,5,6,2.2516,0.0,2.8179,0.0,0.6614,0,0,0.6614,2.1541,5,5,1.0,0.8642
2026-05-20T12:26:58.447658,172.28.233.179,192.168.21.165,1,brute_force,651.405,0.0,6.7439,235000,217.135,217.135,7,5,6,2.2516,0.0,2.8322,0.0,5.373,0,0,5.373,11.3808,7,7,1.0,-2.0033
2026-05-20T12:26:58.449150,172.28.233.179,192.168.21.165,1,brute_force,716.5362,0.0,8.9591,235000,238.8454,238.8454,8,5,6,2.2516,0.0,2.8926,0.0,4.7849,0,0,4.7849,10.6346,8,8,1.0,-1.2682
2026-05-20T12:26:58.449362,172.28.233.179,192.168.21.165,1,brute_force,768.0105,0.0,7.0271,235000,256.0035,256.0035,9,5,6,1.7925,0.0,2.9525,0.0,4.3945,0,0,4.3945,10.0012,9,9,1.0,-1.3589
2026-05-20T12:26:58.451658,172.28.233.179,192.168.21.165,1,brute_force,813.738,0.0,8.0149,235000,271.246,271.246,10,5,7,2.8074,0.0,3.3821,0.0,4.0963,0,0,4.0963,9.4669,10,10,1.0,-1.0491
2026-05-20T12:26:58.461581,172.28.233.179,192.168.21.165,1,brute_force,736.0221,0.0,4.9496,235000,245.3407,245.3407,12,5,6,1.7925,0.0,3.4567,0.0,4.4465,0,0,4.4465,9.1094,12,12,1.0,-1.2061
2026-05-20T12:26:58.461239,172.28.233.179,192.168.21.165,1,brute_force,660.4668,0.0,4.5207,235000,220.1556,220.1556,11,5,6,2.585,0.0,3.4258,0.0,4.9965,0,0,4.9965,9.3783,11,11,1.0,-1.4239
2026-05-20T12:26:58.462522,172.28.233.179,192.168.21.165,1,brute_force,783.7005,0.0,5.9862,235000,261.2335,261.2335,13,5,6,2.2516,0.0,3.4916,0.0,4.147,0,0,4.147,8.778,13,13,1.0,-0.958
2026-05-20T12:26:58.466812,172.28.233.179,192.168.21.165,1,brute_force,774.3978,0.0,5.511,235000,258.1326,258.1326,14,5,5,1.9219,0.0,3.4926,0.0,4.172,0,0,4.172,8.434,14,14,1.0,-0.9614
