timestamp,src_ip,target_ip,attack_label,attack_type,packets_per_second,mqtt_publish_rate,broker_response_latency_ms,device_heap_free_bytes,auth_attempt_rate,auth_failure_rate,unique_passwords_tried,result_code,password_length,payload_entropy,auth_success_rate,credential_entropy,duplicate_payload_rate,msg_timestamp_delta_ms,motion,arm,inter_arrival_mean_ms,inter_arrival_std_ms,consecutive_failures,session_attempt_count,session_failure_rate,latency_zscore
2026-05-19T17:02:42.334590,172.28.233.179,192.168.21.165,1,brute_force,6000.0,0.0,7.4999,235000,2000.0,2000.0,2,5,5,2.3219,0.0,3.1699,0.0,-0.5953,0,0,-0.5953,0.0,2,2,1.0,1.0
timestamp,src_ip,target_ip,attack_label,attack_type,packets_per_second,mqtt_publish_rate,broker_response_latency_ms,device_heap_free_bytes,auth_attempt_rate,auth_failure_rate,unique_passwords_tried,result_code,password_length,payload_entropy,auth_success_rate,credential_entropy,duplicate_payload_rate,msg_timestamp_delta_ms,motion,arm,inter_arrival_mean_ms,inter_arrival_std_ms,consecutive_failures,session_attempt_count,session_failure_rate,latency_zscore
2026-05-19T17:02:42.333734,172.28.233.179,192.168.21.165,1,brute_force,3.0,0.0,6.1352,235000,1.0,1.0,1,5,4,2.0,0.0,2.0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0
2026-05-19T17:02:43.340422,172.28.233.179,192.168.21.165,1,brute_force,909.2355,0.0,2.7916,235000,303.0785,303.0785,3,5,8,2.75,0.0,3.7345,0.0,4.9492,0,0,4.9492,5.5445,3,3,1.0,-1.357
2026-05-19T17:02:43.341812,172.28.233.179,192.168.21.165,1,brute_force,1191.7329,0.0,4.2374,235000,397.2443,397.2443,4,5,6,2.585,0.0,3.8279,0.0,3.3565,0,0,3.3565,5.0565,4,4,1.0,-0.5174
2026-05-19T17:02:43.344322,172.28.233.179,192.168.21.165,1,brute_force,14.7918,0.0,2.4204,235000,4.9306,4.9306,5,5,4,1.5,0.0,3.7919,0.0,253.5177,0,0,253.5177,433.3142,5,5,1.0,-1.1292
2026-05-19T17:02:43.348966,172.28.233.179,192.168.21.165,1,brute_force,17.6613,0.0,2.2812,235000,5.8871,5.8871,6,5,8,3.0,0.0,3.7999,0.0,203.8346,0,0,203.8346,400.1033,6,6,1.0,-0.9843
2026-05-19T17:02:43.352059,172.28.233.179,192.168.21.165,1,brute_force,20.5386,0.0,2.0974,235000,6.8462,6.8462,7,5,5,2.3219,0.0,3.8021,0.0,170.4111,0,0,170.4111,372.8107,7,7,1.0,-0.9237
2026-05-19T17:02:44.347290,172.28.233.179,192.168.21.165,1,brute_force,23.5884,0.0,2.2681,235000,7.8628,7.8628,8,5,6,2.585,0.0,3.9468,0.0,145.3507,0,0,145.3507,350.5718,8,8,1.0,-0.751
2026-05-19T17:02:44.355129,172.28.233.179,192.168.21.165,1,brute_force,26.3301,0.0,2.1541,235000,8.7767,8.7767,9,5,4,2.0,0.0,4.0562,0.0,128.1806,0,0,128.1806,331.0615,9,9,1.0,-0.7374
