timestamp,src_ip,target_ip,attack_label,attack_type,broker_response_latency_ms,result_code,password_length,payload_entropy,auth_attempt_rate,auth_failure_rate,auth_success_rate,unique_passwords_tried,credential_entropy,inter_arrival_mean_ms,inter_arrival_std_ms,consecutive_failures,session_attempt_count,session_failure_rate,latency_zscore
2026-05-05T23:29:15.511043,172.28.233.179,192.168.1.107,0,normal_post_attack,8.4798,0,12,3.2516,0,0.0,0,1,3.2516,0.0,0.0,0,1,0.0,0.0
2026-05-05T23:29:25.176409,172.28.233.179,192.168.1.107,0,normal_post_attack,2.4819,0,12,3.2516,0.0999,0.0,0.0999,1,3.2516,10011.5414,0.0,0,2,0.0,-1.0
2026-05-05T23:29:33.370173,172.28.233.179,192.168.1.107,0,normal_post_attack,2.5916,0,12,3.2516,0.0773,0.0,0.0773,1,3.2516,12941.3583,2929.817,0,3,0.0,-0.6874
2026-05-05T23:29:40.006746,172.28.233.179,192.168.1.107,0,normal_post_attack,3.2582,0,12,3.2516,0.1213,0.0,0.1213,1,3.2516,8247.0477,7056.6037,0,4,0.0,-0.3798
2026-05-05T23:29:54.692244,172.28.233.179,192.168.1.107,0,normal_post_attack,1022.027,0,12,3.2516,0.1281,0.0,0.1281,1,3.2516,7808.5835,6158.2054,0,5,0.0,2.0
2026-05-05T23:30:07.063765,172.28.233.179,192.168.1.107,0,normal_post_attack,2.6715,0,12,3.2516,0.0959,0.0,0.0959,1,3.2516,10429.1489,7603.1735,0,6,0.0,-0.4504
2026-05-05T23:30:12.513177,172.28.233.179,192.168.1.107,0,normal_post_attack,3.5312,0,12,3.2516,0.1048,0.0,0.1048,1,3.2516,9540.5022,7219.5571,0,7,0.0,-0.4091
2026-05-05T23:30:35.215829,172.28.233.179,192.168.1.107,0,normal_post_attack,3.52,0,12,3.2516,0.0974,0.0,0.0974,1,3.2516,10271.6314,6919.7763,0,8,0.0,-0.3788
2026-05-05T23:30:41.263994,172.28.233.179,192.168.1.107,0,normal_post_attack,2.4366,0,12,3.2516,0.0926,0.0,0.0926,1,3.2516,10793.3155,6618.3813,0,9,0.0,-0.3572
2026-05-05T23:30:45.989978,172.28.233.179,192.168.1.107,0,normal_post_attack,4.5707,0,12,3.2516,0.0988,0.0,0.0988,1,3.2516,10118.8975,6524.9285,0,10,0.0,-0.3306
2026-05-05T23:31:01.736642,172.28.233.179,192.168.1.107,0,normal_post_attack,2.3916,0,12,3.2516,0.094,0.0,0.094,1,3.2516,10643.4434,6386.9835,0,11,0.0,-0.3203
2026-05-05T23:31:15.357198,172.28.233.179,192.168.1.107,0,normal_post_attack,2.0213,0,12,3.2516,0.0919,0.0,0.0919,1,3.2516,10883.7743,6136.9897,0,12,0.0,-0.3066
2026-05-05T23:31:27.100249,172.28.233.179,192.168.1.107,0,normal_post_attack,2.228,0,12,3.2516,0.0911,0.0,0.0911,1,3.2516,10982.9157,5884.9136,0,13,0.0,-0.2928
2026-05-05T23:31:37.152834,172.28.233.179,192.168.1.107,0,normal_post_attack,2.3453,0,12,3.2516,0.0917,0.0,0.0917,1,3.2516,10899.7093,5661.3843,0,14,0.0,-0.2809
2026-05-05T23:31:50.364611,172.28.233.179,192.168.1.107,0,normal_post_attack,2.4316,0,12,3.2516,0.0903,0.0,0.0903,1,3.2516,11073.1744,5491.1809,0,15,0.0,-0.2703
2026-05-05T23:31:58.958349,172.28.233.179,192.168.1.107,0,normal_post_attack,2.3916,0,12,3.2516,0.0917,0.0,0.0917,1,3.2516,10908.8319,5340.5038,0,16,0.0,-0.2613
2026-05-05T23:32:09.464245,172.28.233.179,192.168.1.107,0,normal_post_attack,2.3649,0,12,3.2516,0.092,0.0,0.092,1,3.2516,10864.2101,5173.8077,0,17,0.0,-0.2531
