timestamp,src_ip,target_ip,attack_label,attack_type,packets_per_second,mqtt_publish_rate,broker_response_latency_ms,device_heap_free_bytes,auth_attempt_rate,auth_failure_rate,unique_passwords_tried,result_code,password_length,payload_entropy,auth_success_rate,credential_entropy,duplicate_payload_rate,msg_timestamp_delta_ms,motion,arm,inter_arrival_mean_ms,inter_arrival_std_ms,consecutive_failures,session_attempt_count,session_failure_rate,latency_zscore
2026-05-19T17:29:27.113808,172.28.233.179,192.168.21.165,1,brute_force,3.0,0.0,19.0804,235000,1.0,1.0,1,5,6,2.585,0.0,2.585,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0
2026-05-19T17:29:27.121715,172.28.233.179,192.168.21.165,1,brute_force,6487.1517,0.0,26.5417,235000,2162.3839,2162.3839,3,5,7,2.8074,0.0,3.6163,0.0,0.6937,0,0,0.6937,1.701,3,3,1.0,1.1872
2026-05-19T17:29:27.120712,172.28.233.179,192.168.21.165,1,brute_force,2505.558,0.0,23.14,235000,835.186,835.186,2,5,6,1.9183,0.0,2.8554,0.0,2.3947,0,0,2.3947,0.0,2,2,1.0,1.0
2026-05-19T17:29:27.124055,172.28.233.179,192.168.21.165,1,brute_force,1789.2516,0.0,23.5322,235000,596.4172,596.4172,4,5,6,2.2516,0.0,3.6995,0.0,2.2356,0,0,2.2356,2.5853,4,4,1.0,0.1728
2026-05-19T17:29:27.124489,172.28.233.179,192.168.21.165,1,brute_force,4877.8539,0.0,28.1096,235000,1625.9513,1625.9513,5,5,6,2.585,0.0,3.6468,0.0,0.7688,0,0,0.7688,3.3863,5,5,1.0,1.2939
2026-05-19T17:29:27.128964,172.28.233.179,192.168.21.165,1,brute_force,5086.4025,0.0,32.6505,235000,1695.4675,1695.4675,6,5,6,1.9183,0.0,3.567,0.0,0.7078,0,0,0.7078,3.0313,6,6,1.0,1.6703
2026-05-19T17:29:27.151768,172.28.233.179,192.168.21.165,1,brute_force,425.9412,0.0,9.6941,235000,141.9804,141.9804,7,5,6,2.2516,0.0,3.6523,0.0,8.2171,0,0,8.2171,17.0178,7,7,1.0,-1.9923
2026-05-19T17:29:27.154822,172.28.233.179,192.168.21.165,1,brute_force,479.5134,0.0,10.9663,235000,159.8378,159.8378,8,5,6,2.2516,0.0,3.5998,0.0,7.1501,0,0,7.1501,15.9708,8,8,1.0,-1.4235
2026-05-19T17:29:27.155627,172.28.233.179,192.168.21.165,1,brute_force,531.8571,0.0,11.606,235000,177.2857,177.2857,9,5,6,1.7925,0.0,3.5881,0.0,6.3457,0,0,6.3457,15.0901,9,9,1.0,-1.1526
2026-05-19T17:29:27.156972,172.28.233.179,192.168.21.165,1,brute_force,559.671,0.0,10.2298,235000,186.557,186.557,10,5,7,2.8074,0.0,3.8811,0.0,5.9559,0,0,5.9559,14.2698,10,10,1.0,-1.1625
2026-05-19T17:29:27.172204,172.28.233.179,192.168.21.165,1,brute_force,436.2648,0.0,4.0481,235000,145.4216,145.4216,11,5,6,2.585,0.0,3.8729,0.0,7.5642,0,0,7.5642,14.3716,11,11,1.0,-1.5924
2026-05-19T17:29:27.173460,172.28.233.179,192.168.21.165,1,brute_force,460.6143,0.0,2.7432,235000,153.5381,153.5381,12,5,5,1.9219,0.0,3.8623,0.0,7.1051,0,0,7.1051,13.7795,12,12,1.0,-1.4885
2026-05-19T17:29:27.176714,172.28.233.179,192.168.21.165,1,brute_force,478.8984,0.0,2.5759,235000,159.6328,159.6328,13,5,6,2.2516,0.0,3.8356,0.0,6.7864,0,0,6.7864,13.2352,13,13,1.0,-1.3352
2026-05-19T17:29:27.177633,172.28.233.179,192.168.21.165,1,brute_force,504.8367,0.0,1.8125,235000,168.2789,168.2789,14,5,5,1.9219,0.0,3.8161,0.0,6.3996,0,0,6.3996,12.7863,14,14,1.0,-1.2734
