timestamp,src_ip,target_ip,attack_label,attack_type,broker_response_latency_ms,result_code,password_length,payload_entropy,auth_attempt_rate,auth_failure_rate,auth_success_rate,unique_passwords_tried,credential_entropy,inter_arrival_mean_ms,inter_arrival_std_ms,consecutive_failures,session_attempt_count,session_failure_rate,latency_zscore
2026-05-20T11:55:33.872595,172.28.233.179,192.168.21.165,0,normal_pre_attack,4.1826,0,12,3.2516,0,0.0,0,1,3.2516,0.0,0.0,0,1,0.0,0.0
2026-05-20T11:55:42.239690,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.4788,0,12,3.2516,0.1247,0.0,0.1247,1,3.2516,8016.1009,0.0,0,2,0.0,-1.0
2026-05-20T11:55:50.192806,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.2402,0,12,3.2516,0.1279,0.0,0.1279,1,3.2516,7816.6916,199.4092,0,3,0.0,-0.8406
2026-05-20T11:55:55.685696,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.7099,0,12,3.2516,0.1419,0.0,0.1419,1,3.2516,7046.8441,1100.836,0,4,0.0,-0.2549
2026-05-20T11:56:05.853921,172.28.233.179,192.168.21.165,0,normal_pre_attack,3.3984,0,12,3.2516,0.1269,0.0,0.1269,1,3.2516,7880.289,1729.9627,0,5,0.0,0.5617
2026-05-20T11:56:15.462681,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.3172,0,12,3.2516,0.1202,0.0,0.1202,1,3.2516,8318.0805,1777.8814,0,6,0.0,-0.8235
2026-05-20T11:56:23.683127,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.7087,0,12,3.2516,0.1205,0.0,0.1205,1,3.2516,8302.0478,1623.3722,0,7,0.0,-0.2382
2026-05-20T11:56:30.450442,172.28.233.179,192.168.21.165,0,normal_pre_attack,5.3999,0,12,3.2516,0.1237,0.0,0.1237,1,3.2516,8082.2663,1596.4598,0,8,0.0,2.1487
2026-05-20T11:56:36.876111,172.28.233.179,192.168.21.165,0,normal_pre_attack,5.3687,0,12,3.2516,0.1277,0.0,0.1277,1,3.2516,7829.9357,1635.7853,0,9,0.0,1.6315
2026-05-20T11:56:51.166141,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.5649,0,12,3.2516,0.1164,0.0,0.1164,1,3.2516,8588.2203,2641.6751,0,10,0.0,-0.6653
2026-05-20T11:57:00.761716,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.7728,0,12,3.2516,0.1151,0.0,0.1151,1,3.2516,8688.9006,2524.2487,0,11,0.0,-0.4586
2026-05-20T11:57:08.848844,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.496,0,12,3.2516,0.1158,0.0,0.1158,1,3.2516,8634.3513,2412.9506,0,12,0.0,-0.6625
2026-05-20T11:57:18.901341,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.2423,0,12,3.2516,0.1143,0.0,0.1143,1,3.2516,8752.4344,2343.1851,0,13,0.0,-0.8342
2026-05-20T11:57:28.466107,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.1617,0,12,3.2516,0.1136,0.0,0.1136,1,3.2516,8802.1127,2257.8273,0,14,0.0,-0.8509
2026-05-20T11:57:43.468199,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.4998,0,12,3.2516,0.1084,0.0,0.1084,1,3.2516,9224.5806,2655.9152,0,15,0.0,-0.5127
2026-05-20T11:57:49.843537,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.3036,0,12,3.2516,0.1104,0.0,0.1104,1,3.2516,9055.4913,2642.7075,0,16,0.0,-0.6679
2026-05-20T11:58:00.712712,172.28.233.179,192.168.21.165,0,normal_pre_attack,2.3766,0,12,3.2516,0.109,0.0,0.109,1,3.2516,9177.5562,2602.0965,0,17,0.0,-0.5731
