timestamp,src_ip,target_ip,attack_label,attack_type,packets_per_second,mqtt_publish_rate,broker_response_latency_ms,device_heap_free_bytes,auth_attempt_rate,auth_failure_rate,unique_passwords_tried,result_code,password_length,payload_entropy,auth_success_rate,credential_entropy,duplicate_payload_rate,msg_timestamp_delta_ms,motion,arm,inter_arrival_mean_ms,inter_arrival_std_ms,consecutive_failures,session_attempt_count,session_failure_rate,latency_zscore
2026-05-06 22:15:33,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.1042,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:33,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0546,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:33,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.1459,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:34,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.036,231840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:34,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0379,231844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:34,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0257,231840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:34,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.036,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:34,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0308,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:35,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0498,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:35,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0308,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:35,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0236,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:35,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0389,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:35,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0298,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:36,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0358,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:36,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0229,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:36,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0248,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:36,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0165,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:36,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0138,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:37,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0143,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:37,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0277,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:37,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0401,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:37,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0536,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:37,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0365,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-06 22:15:38,192.168.4.29,192.168.4.22,0,Normal,0,5.0,0.0188,233480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
