timestamp,src_ip,target_ip,attack_label,attack_type,broker_response_latency_ms,result_code,password_length,payload_entropy,auth_attempt_rate,auth_failure_rate,auth_success_rate,unique_passwords_tried,credential_entropy,inter_arrival_mean_ms,inter_arrival_std_ms,consecutive_failures,session_attempt_count,session_failure_rate,latency_zscore
2026-05-05T17:53:09.946063,172.28.233.179,192.168.21.239,0,normal_post_attack,3.6287,0,12,3.2516,0,0.0,0,1,3.2516,0.0,0.0,0,1,0.0,0.0
2026-05-05T17:53:22.772394,172.28.233.179,192.168.21.239,0,normal_post_attack,2.8725,0,12,3.2516,0.078,0.0,0.078,1,3.2516,12813.1282,0.0,0,2,0.0,-1.0
2026-05-05T17:53:30.632692,172.28.233.179,192.168.21.239,0,normal_post_attack,2.4803,0,12,3.2516,0.0968,0.0,0.0968,1,3.2516,10326.8068,2486.3214,0,3,0.0,-1.0774
2026-05-05T17:53:40.984475,172.28.233.179,192.168.21.239,0,normal_post_attack,2.9373,0,12,3.2516,0.0953,0.0,0.0953,1,3.2516,10495.2496,2044.0015,0,4,0.0,-0.1025
2026-05-05T17:53:48.024832,172.28.233.179,192.168.21.239,0,normal_post_attack,2.5027,0,12,3.2516,0.1057,0.0,0.1057,1,3.2516,9456.4294,2524.0639,0,5,0.0,-0.917
2026-05-05T17:54:01.484360,172.28.233.179,192.168.21.239,0,normal_post_attack,2.4035,0,12,3.2516,0.0964,0.0,0.0964,1,3.2516,10368.9535,2903.019,0,6,0.0,-0.9539
2026-05-05T17:54:11.007255,172.28.233.179,192.168.21.239,0,normal_post_attack,3.2368,0,12,3.2516,0.0979,0.0,0.0979,1,3.2516,10210.1304,2673.772,0,7,0.0,0.8886
2026-05-05T17:54:18.888964,172.28.233.179,192.168.21.239,0,normal_post_attack,3.3195,0,12,3.2516,0.1012,0.0,0.1012,1,3.2516,9879.2275,2604.754,0,8,0.0,0.949
2026-05-05T17:54:25.471843,172.28.233.179,192.168.21.239,0,normal_post_attack,2.3859,0,12,3.2516,0.1062,0.0,0.1062,1,3.2516,9413.7041,2730.1346,0,9,0.0,-1.1126
2026-05-05T17:54:43.551377,172.28.233.179,192.168.21.239,0,normal_post_attack,2.7845,0,12,3.2516,0.1043,0.0,0.1043,1,3.2516,9584.914,2619.1518,0,10,0.0,-0.1734
2026-05-05T17:54:45.423101,172.28.233.179,192.168.21.239,0,normal_post_attack,2.6047,0,12,3.2516,0.1052,0.0,0.1052,1,3.2516,9509.5193,2495.019,0,11,0.0,-0.5761
2026-05-05T17:54:51.915467,172.28.233.179,192.168.21.239,0,normal_post_attack,2.7435,0,12,3.2516,0.1,0.0,0.1,1,3.2516,9997.8829,2836.2281,0,12,0.0,-0.215
2026-05-05T17:55:04.674659,172.28.233.179,192.168.21.239,0,normal_post_attack,2.686,0,12,3.2516,0.1049,0.0,0.1049,1,3.2516,9534.0101,3121.0253,0,13,0.0,-0.3503
2026-05-05T17:55:16.266956,172.28.233.179,192.168.21.239,0,normal_post_attack,2.8763,0,12,3.2516,0.1023,0.0,0.1023,1,3.2516,9771.0937,3109.0207,0,14,0.0,0.163
2026-05-05T17:55:27.446350,172.28.233.179,192.168.21.239,0,normal_post_attack,2.3706,0,12,3.2516,0.1021,0.0,0.1021,1,3.2516,9797.5297,2997.4432,0,15,0.0,-1.1649
2026-05-05T17:55:36.245543,172.28.233.179,192.168.21.239,0,normal_post_attack,3.2785,0,12,3.2516,0.1025,0.0,0.1025,1,3.2516,9751.6803,2900.8823,0,16,0.0,1.2498
2026-05-05T17:55:44.817348,172.28.233.179,192.168.21.239,0,normal_post_attack,4.0781,0,12,3.2516,0.1032,0.0,0.1032,1,3.2516,9692.627,2818.0637,0,17,0.0,2.5568
2026-05-05T17:55:53.830591,172.28.233.179,192.168.21.239,0,normal_post_attack,3.3762,0,12,3.2516,0.1037,0.0,0.1037,1,3.2516,9645.4573,2740.4264,0,18,0.0,0.9833
2026-05-05T17:56:02.145600,172.28.233.179,192.168.21.239,0,normal_post_attack,3.1276,0,12,3.2516,0.1046,0.0,0.1046,1,3.2516,9560.9374,2685.9187,0,19,0.0,0.4328
