timestamp,src_ip,target_ip,attack_label,attack_type,broker_response_latency_ms,packets_per_second,mqtt_publish_rate,device_heap_free_bytes,result_code,password_length,payload_entropy,auth_attempt_rate,auth_failure_rate,auth_success_rate,unique_passwords_tried,credential_entropy,inter_arrival_mean_ms,inter_arrival_std_ms,consecutive_failures,session_attempt_count,session_failure_rate,latency_zscore,duplicate_payload_rate,msg_timestamp_delta_ms
2026-05-12 18:31:04,attacker_replay,172.20.10.5,3,replay,0.102,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,0,1,10
2026-05-12 18:31:04,attacker_replay,172.20.10.5,3,replay,0.028,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-1.0,1,20
2026-05-12 18:31:04,attacker_replay,172.20.10.5,3,replay,0.024,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.7621,1,30
2026-05-12 18:31:04,attacker_replay,172.20.10.5,3,replay,0.047,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.1044,1,40
2026-05-12 18:31:05,attacker_replay,172.20.10.5,3,replay,0.034,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.4549,1,50
2026-05-12 18:31:05,attacker_replay,172.20.10.5,3,replay,0.449,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,2.2029,1,60
2026-05-12 18:31:05,attacker_replay,172.20.10.5,3,replay,0.025,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.529,1,70
2026-05-12 18:31:05,attacker_replay,172.20.10.5,3,replay,0.044,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.368,1,80
2026-05-12 18:31:05,attacker_replay,172.20.10.5,3,replay,0.236,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,0.9277,1,90
2026-05-12 18:31:05,attacker_replay,172.20.10.5,3,replay,0.03,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.5482,1,100
2026-05-12 18:31:05,attacker_replay,172.20.10.5,3,replay,0.094,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.0574,1,110
2026-05-12 18:31:05,attacker_replay,172.20.10.5,3,replay,0.032,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.5229,1,120
2026-05-12 18:31:05,attacker_replay,172.20.10.5,3,replay,0.028,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.5278,1,130
2026-05-12 18:31:05,attacker_replay,172.20.10.5,3,replay,0.139,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,0.3962,1,140
2026-05-12 18:31:06,attacker_replay,172.20.10.5,3,replay,0.032,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.5166,1,150
2026-05-12 18:31:06,attacker_replay,172.20.10.5,3,replay,0.108,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,0.1597,1,160
2026-05-12 18:31:06,attacker_replay,172.20.10.5,3,replay,0.036,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.4879,1,170
2026-05-12 18:31:06,attacker_replay,172.20.10.5,3,replay,0.104,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,0.1515,1,180
2026-05-12 18:31:06,attacker_replay,172.20.10.5,3,replay,0.11,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,0.2041,1,190
2026-05-12 18:31:06,attacker_replay,172.20.10.5,3,replay,0.038,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.499,1,200
2026-05-12 18:31:06,attacker_replay,172.20.10.5,3,replay,0.109,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,0.2184,1,210
2026-05-12 18:31:06,attacker_replay,172.20.10.5,3,replay,0.067,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.2141,1,220
2026-05-12 18:31:06,attacker_replay,172.20.10.5,3,replay,0.071,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.1676,1,230
2026-05-12 18:31:06,attacker_replay,172.20.10.5,3,replay,0.09,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,0.0385,1,240
2026-05-12 18:31:07,attacker_replay,172.20.10.5,3,replay,0.051,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.3862,1,250
2026-05-12 18:31:07,attacker_replay,172.20.10.5,3,replay,0.16,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,0.8198,1,260
2026-05-12 18:31:07,attacker_replay,172.20.10.5,3,replay,0.101,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,0.1452,1,270
2026-05-12 18:31:07,attacker_replay,172.20.10.5,3,replay,0.03,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.6606,1,280
2026-05-12 18:31:07,attacker_replay,172.20.10.5,3,replay,0.169,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,0.9359,1,290
2026-05-12 18:31:07,attacker_replay,172.20.10.5,3,replay,0.036,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.6103,1,300
2026-05-12 18:31:07,attacker_replay,172.20.10.5,3,replay,0.037,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.5853,1,310
2026-05-12 18:31:07,attacker_replay,172.20.10.5,3,replay,0.06,10,10,230000,0,0,0,0,0,0,0,0,100,5,0,0,0,-0.3043,1,320
